timestamp,timestamp_absolute,timestamp_iso,cpu_cycles,instructions,cache_references,cache_misses,branches,branch_misses,page_faults,context_switches,cpu_utilization,cpu_user_time,cpu_system_time,cpu_nice_time,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_idle,memory_usage_percent,memory_available_gb,disk_io_read_mb,disk_io_write_mb,network_bytes_sent,network_bytes_recv,process_count,load_average_1min,load_average_5min,load_average_15min,instructions_per_cycle,cache_miss_ratio,branch_miss_ratio,cpu_efficiency,sys_cpu_user_seconds,sys_cpu_system_seconds,sys_cpu_total_seconds,sys_context_switches,sys_processes_created,sys_procs_running,sys_procs_blocked,collection_interval,time_delta_seconds,vm_hostname,core_count
0.0,1757535467.0404737,2025-09-10T16:17:46.038224,0,0,0,0,0,0,0,0,56.999999999975934,56.49999999997609,0.0,0.0,0.0,0.4999999999998419,0.0,0.0,43.000000000024066,25.2,8.886333465576172,0.0,0.0,0,0,330,3.91552734375,2.7470703125,1.595703125,0.0,0.0,0.0,0.5649999999997609,2.26,0.0,2.26,236,0,3,0,1.0,1.0003457069396973,fedora,4
1.0,1757535468.043746,2025-09-10T16:17:47.038224,0,0,0,0,0,0,0,0,55.13784461154265,54.385964912294504,0.0,0.0,0.0,0.501253132832269,0.0,0.2506265664158674,44.86215538845735,25.2,8.886333465576172,0.0,0.0,0,52,330,3.91552734375,2.7470703125,1.595703125,0.0,0.0,0.0,0.543859649122945,2.17,0.0,2.17,188,0,4,0,1.0,1.0001301765441895,fedora,4
2.0,1757535469.046307,2025-09-10T16:17:48.038224,0,0,0,0,0,0,0,0,55.49999999999209,54.2499999999915,0.25000000000043565,0.0,0.0,0.4999999999999831,0.0,0.5000000000001608,44.50000000000791,25.2,8.886333465576172,0.0,0.0,0,73,330,3.91552734375,2.7470703125,1.595703125,0.0,0.0,0.0,0.5449999999999193,2.17,0.01,2.1799999999999997,260,0,2,0,1.0,1.0002171993255615,fedora,4
3.0,1757535470.0495756,2025-09-10T16:17:49.038224,0,0,0,0,0,0,0,0,57.00000000000674,56.00000000000708,0.24999999999982858,0.0,0.0,0.5000000000000124,0.0,0.24999999999982858,42.99999999999326,25.2,8.886333465576172,0.0,0.0,0,125,330,3.841796875,2.75146484375,1.603515625,0.0,0.0,0.0,0.5625000000000691,2.24,0.01,2.25,215,0,3,0,1.0,1.0000824928283691,fedora,4
4.0,1757535471.051967,2025-09-10T16:17:50.038224,0,0,0,0,0,0,0,0,55.889724310766624,55.63909774435061,0.0,0.0,0.0,0.25062656641601777,0.0,0.0,44.110275689233376,25.2,8.886333465576172,0.0,0.0,0,0,330,3.841796875,2.75146484375,1.603515625,0.0,0.0,0.0,0.5563909774435061,2.22,0.0,2.22,168,0,4,0,1.0,1.000093936920166,fedora,4
5.0,1757535472.0543132,2025-09-10T16:17:51.038224,0,0,0,0,0,0,0,0,54.86284289277596,54.11471321696521,0.0,0.0,0.0,0.49875311720711374,0.0,0.2493765586036455,45.13715710722404,25.2,8.886333465576172,0.0,0.0,0,52,330,3.841796875,2.75146484375,1.603515625,0.0,0.0,0.0,0.541147132169652,2.17,0.0,2.17,175,0,5,0,1.0,1.0001139640808105,fedora,4
6.0,1757535473.057557,2025-09-10T16:17:52.038224,0,0,0,0,0,0,0,0,56.1097256857853,55.361596009974846,0.0,0.0,0.0,0.49875311720700133,0.24937655860345637,0.0,43.8902743142147,25.2,8.886333465576172,0.0,0.0,0,0,330,3.841796875,2.75146484375,1.603515625,0.0,0.0,0.0,0.5536159600997484,2.22,0.01,2.23,188,0,3,0,1.0,1.0001194477081299,fedora,4
7.0,1757535474.0599928,2025-09-10T16:17:53.038224,0,0,0,0,0,0,0,0,56.24999999999798,54.999999999997996,0.0,0.0,0.0,0.4999999999999236,0.0,0.7500000000000631,43.75000000000202,25.2,8.886333465576172,0.0,0.03125,132,413,330,3.841796875,2.75146484375,1.603515625,0.0,0.0,0.0,0.54999999999998,2.2,0.0,2.2,201,0,4,0,1.0,1.0001039505004883,fedora,4
8.0,1757535475.0640173,2025-09-10T16:17:54.038224,0,0,0,0,0,0,0,0,56.71641791044634,55.47263681591832,0.24875621890599278,0.0,0.0,0.4975124378111018,0.0,0.4975124378109251,43.28358208955366,25.2,8.886333465576172,0.0,0.0,66,298,330,3.77392578125,2.755859375,1.611328125,0.0,0.0,0.0,0.5572139303482432,2.23,0.01,2.2399999999999998,203,0,3,0,1.0,1.0001192092895508,fedora,4
9.0,1757535476.067509,2025-09-10T16:17:55.038224,0,0,0,0,0,0,0,0,59.798994974871015,56.783919597987264,2.5125628140698475,0.0,0.0,0.5025125628138981,0.0,0.0,40.201005025128985,25.2,8.879936218261719,0.0,0.0,0,218,335,3.77392578125,2.755859375,1.611328125,0.0,0.0,0.0,0.592964824120571,2.27,0.1,2.37,411,12,1,0,1.0,1.000154733657837,fedora,4
10.0,1757535477.0703907,2025-09-10T16:17:56.038224,0,0,0,0,0,0,0,0,52.750000000010544,49.250000000010544,2.7499999999998637,0.0,0.0,0.5000000000001206,0.2500000000000159,0.0,47.249999999989456,25.3,8.872486114501953,0.0,0.0,0,0,335,3.77392578125,2.755859375,1.611328125,0.0,0.0,0.0,0.520000000000104,1.97,0.11,2.08,511,12,1,0,1.0,1.0002210140228271,fedora,4
11.0,1757535478.073605,2025-09-10T16:17:57.038224,0,0,0,0,0,0,0,0,56.39097744361817,47.619047619057284,7.769423558896646,0.0,0.0,0.7518796992480855,0.0,0.2506265664161472,43.60902255638183,25.4,8.858097076416016,0.0,0.0,0,125,335,3.77392578125,2.755859375,1.611328125,0.0,0.0,0.0,0.5538847117795394,1.9,0.31,2.21,937,36,5,0,1.0,1.0004303455352783,fedora,4
12.0,1757535479.0781755,2025-09-10T16:17:58.038224,0,0,0,0,0,0,0,0,61.845386533653375,50.62344139649725,9.725685785535543,0.0,0.0,0.7481296758102491,0.24937655860350497,0.49875311720683274,38.154613466346625,25.5,8.843894958496094,0.0,0.0,0,73,329,3.77392578125,2.755859375,1.611328125,0.0,0.0,0.0,0.6034912718203279,2.03,0.39,2.42,963,37,2,0,1.0,1.0001556873321533,fedora,4
13.0,1757535480.081575,2025-09-10T16:17:59.038224,0,0,0,0,0,0,0,0,64.32160804020178,56.78391959799129,6.281407035175422,0.0,0.0,0.5025125628141123,0.2512562814070115,0.5025125628139337,35.67839195979822,25.7,8.826366424560547,0.0,0.0,0,125,335,3.79248046875,2.77685546875,1.62451171875,0.0,0.0,0.0,0.6306532663316671,2.26,0.25,2.51,852,29,3,0,1.0,1.000218152999878,fedora,4
14.0,1757535481.0841758,2025-09-10T16:18:00.038224,0,0,0,0,0,0,0,0,54.38596491226208,51.37844611527061,2.2556390977434733,0.0,0.0,0.5012531328319423,0.0,0.2506265664160602,45.61403508773792,25.5,8.840831756591797,0.0,0.0,0,0,330,3.79248046875,2.77685546875,1.62451171875,0.0,0.0,0.0,0.5363408521301409,2.05,0.09,2.1399999999999997,349,7,1,0,1.0,1.0002069473266602,fedora,4
15.0,1757535482.0874138,2025-09-10T16:18:01.038224,0,0,0,0,0,0,0,0,61.34663341643607,60.59850374062601,0.24937655860323588,0.0,0.0,0.49875311720682614,0.0,0.0,38.65336658356393,25.5,8.842720031738281,0.0,0.0,0,52,330,3.79248046875,2.77685546875,1.62451171875,0.0,0.0,0.0,0.6084788029922925,2.43,0.01,2.44,197,0,3,0,1.0,1.000138282775879,fedora,4
16.0,1757535483.089762,2025-09-10T16:18:02.038224,0,0,0,0,0,0,0,0,59.500000000021075,59.00000000002095,0.0,0.0,0.0,0.5000000000001323,0.0,0.0,40.499999999978925,25.5,8.846122741699219,0.0,0.0,0,0,330,3.79248046875,2.77685546875,1.62451171875,0.0,0.0,0.0,0.5900000000002095,2.36,0.0,2.36,202,0,1,0,1.0,1.0001683235168457,fedora,4
17.0,1757535484.0925784,2025-09-10T16:18:03.038224,0,0,0,0,0,0,0,0,60.59850374064866,59.102244389027014,0.24937655860398297,0.0,0.0,0.7481296758105314,0.2493765586034957,0.24937655860362856,39.40149625935134,25.4,8.85116958618164,0.0,0.0,0,218,330,3.79248046875,2.77685546875,1.62451171875,0.0,0.0,0.0,0.59351620947631,2.37,0.01,2.38,200,0,4,0,1.0,1.0002691745758057,fedora,4
18.0,1757535485.0968475,2025-09-10T16:18:04.038224,0,0,0,0,0,0,0,0,61.654135338329674,60.90225563908189,0.0,0.0,0.0,0.5012531328319776,0.0,0.2506265664158107,38.345864661670326,25.4,8.853805541992188,0.0,0.0,0,166,330,3.64892578125,2.763671875,1.626953125,0.0,0.0,0.0,0.6090225563908189,2.43,0.0,2.43,194,0,3,0,1.0,1.0001792907714844,fedora,4
19.0,1757535486.1005533,2025-09-10T16:18:05.038224,0,0,0,0,0,0,0,0,60.80402010050674,60.30150753769248,0.0,0.0,0.0,0.5025125628142587,0.0,0.0,39.19597989949326,25.4,8.854080200195312,0.0,0.0,0,218,330,3.64892578125,2.763671875,1.626953125,0.0,0.0,0.0,0.6030150753769248,2.41,0.0,2.41,181,0,3,0,1.0,1.0001177787780762,fedora,4
20.0,1757535487.1051235,2025-09-10T16:18:06.038224,0,0,0,0,0,0,0,0,62.189054726361675,61.194029850740094,0.24875621890521762,0.0,0.0,0.4975124378107887,0.0,0.24875621890557112,37.810945273638325,25.4,8.854228973388672,0.0,0.0,0,0,330,3.64892578125,2.763671875,1.626953125,0.0,0.0,0.0,0.614427860696453,2.45,0.01,2.46,224,0,3,0,1.0,1.000162124633789,fedora,4
21.0,1757535488.1085289,2025-09-10T16:18:07.038224,0,0,0,0,0,0,0,0,59.999999999995666,59.499999999995644,0.0,0.0,0.0,0.5000000000000187,0.0,0.0,40.000000000004334,25.4,8.857357025146484,0.0,0.0,0,125,330,3.64892578125,2.763671875,1.626953125,0.0,0.0,0.0,0.5949999999999565,2.38,0.0,2.38,219,0,3,0,1.0,1.0001509189605713,fedora,4
22.0,1757535489.1108534,2025-09-10T16:18:08.038224,0,0,0,0,0,0,0,0,59.38303341902427,57.840616966582026,0.0,0.0,0.0,0.5141388174806268,0.0,1.028277634961619,40.61696658097573,25.4,8.859718322753906,0.0,0.0,0,73,330,3.64892578125,2.763671875,1.626953125,0.0,0.0,0.0,0.5784061696658203,2.25,0.0,2.25,185,0,4,0,1.0,1.0000922679901123,fedora,4
23.0,1757535490.1132119,2025-09-10T16:18:09.038224,0,0,0,0,0,0,0,0,61.75000000000983,60.50000000000958,0.24999999999989866,0.0,0.0,0.5000000000003302,0.2500000000001207,0.24999999999989866,38.24999999999017,25.4,8.862403869628906,0.0,0.77734375,0,125,330,3.4365234375,2.734375,1.62353515625,0.0,0.0,0.0,0.6075000000000947,2.42,0.01,2.4299999999999997,383,0,3,0,1.0,1.0001230239868164,fedora,4
24.0,1757535491.118679,2025-09-10T16:18:10.038224,0,0,0,0,0,0,0,0,61.84538653365388,61.09725685784382,0.24937655860323588,0.0,0.0,0.49875311720682614,0.0,0.0,38.15461346634612,25.4,8.86248779296875,0.0,0.0,0,0,330,3.4365234375,2.734375,1.62353515625,0.0,0.0,0.0,0.6134663341644706,2.45,0.01,2.46,205,0,3,0,1.0,1.00083589553833,fedora,4
25.0,1757535492.1215768,2025-09-10T16:18:11.038224,0,0,0,0,0,0,0,0,60.847880299254946,60.099750623444194,0.0,0.0,0.0,0.49875311720711374,0.0,0.2493765586036455,39.152119700745054,25.4,8.86248779296875,0.0,0.0078125,0,52,328,3.4365234375,2.734375,1.62353515625,0.0,0.0,0.0,0.6009975062344419,2.41,0.0,2.41,191,0,4,0,1.0,1.000760555267334,fedora,4
26.0,1757535493.1261013,2025-09-10T16:18:12.038224,0,0,0,0,0,0,0,0,61.74999999999063,60.49999999999075,0.0,0.0,0.0,0.4999999999999867,0.0,0.7499999999998912,38.25000000000937,25.4,8.86248779296875,0.0,0.0,0,0,328,3.4365234375,2.734375,1.62353515625,0.0,0.0,0.0,0.6049999999999075,2.42,0.0,2.42,190,0,3,0,1.0,1.0001566410064697,fedora,4
27.0,1757535494.1285706,2025-09-10T16:18:13.038224,0,0,0,0,0,0,0,0,61.25000000001227,59.50000000001182,0.25000000000052136,0.0,0.0,0.49999999999997696,0.0,0.9999999999999539,38.74999999998773,25.4,8.86248779296875,0.0,0.0,0,218,328,3.4365234375,2.734375,1.62353515625,0.0,0.0,0.0,0.5975000000001234,2.39,0.01,2.4,187,0,3,0,1.0,1.0001792907714844,fedora,4
28.0,1757535495.1318233,2025-09-10T16:18:14.038224,0,0,0,0,0,0,0,0,62.15538847117536,60.6516290726789,0.0,0.0,0.2506265664160602,0.7518796992480915,0.0,0.5012531328322984,37.84461152882464,25.4,8.86248779296875,0.0,1.0703125,0,166,328,3.4013671875,2.7392578125,1.63134765625,0.0,0.0,0.0,0.606516290726789,2.42,0.0,2.42,234,0,3,0,1.0,1.0001897811889648,fedora,4
29.0,1757535496.134412,2025-09-10T16:18:15.038224,0,0,0,0,0,0,0,0,58.10473815461177,55.36159600997406,1.745635910224037,0.0,0.0,0.4987531172069942,0.24937655860345284,0.24937655860323132,41.89526184538823,25.2,8.88473129272461,0.0,0.0,0,218,328,3.4013671875,2.7392578125,1.63134765625,0.0,0.0,0.0,0.571072319201981,2.23,0.07,2.3,295,6,5,0,1.0,1.0001106262207031,fedora,4
30.0,1757535497.1421468,2025-09-10T16:18:16.038224,0,0,0,0,0,0,0,0,65.1629072681774,64.41102756892909,0.0,0.0,0.0,0.50125313283209,0.0,0.2506265664162231,34.8370927318226,25.2,8.882946014404297,0.0,0.0,0,0,328,3.4013671875,2.7392578125,1.63134765625,0.0,0.0,0.0,0.6441102756892909,2.57,0.0,2.57,244,0,4,0,1.0,1.0001280307769775,fedora,4
31.0,1757535498.14457,2025-09-10T16:18:17.038224,0,0,0,0,0,0,0,0,66.41604010024724,65.66416040099926,0.0,0.0,0.0,0.5012531328321548,0.0,0.2506265664158102,33.58395989975276,25.2,8.882946014404297,0.0,0.0,0,125,328,3.4013671875,2.7392578125,1.63134765625,0.0,0.0,0.0,0.6566416040099926,2.63,0.0,2.63,219,0,5,0,1.0,1.0001535415649414,fedora,4
32.0,1757535499.1475546,2025-09-10T16:18:18.038224,0,0,0,0,0,0,0,0,65.57788944724805,60.05025125629071,4.2713567839217,0.0,0.0,0.7537688442212559,0.25125628140712997,0.2512562814072638,34.42211055275194,25.2,8.883136749267578,0.0,0.0,0,73,326,3.4013671875,2.7392578125,1.63134765625,0.0,0.0,0.0,0.6432160804021241,2.41,0.17,2.58,1516,20,3,0,1.0,1.0001189708709717,fedora,4
33.0,1757535500.150571,2025-09-10T16:18:19.038224,0,0,0,0,0,0,0,0,71.49999999998067,70.24999999998143,0.24999999999967093,0.0,0.0,0.49999999999987477,0.0,0.49999999999969713,28.500000000019334,25.2,8.883148193359375,0.0,0.0,0,125,326,3.44970703125,2.76025390625,1.64453125,0.0,0.0,0.0,0.704999999999811,2.81,0.01,2.82,199,0,4,0,1.0,1.000413179397583,fedora,4
34.0,1757535501.1549199,2025-09-10T16:18:20.038224,0,0,0,0,0,0,0,0,70.74999999999501,70.24999999999488,0.0,0.0,0.0,0.5000000000001323,0.0,0.0,29.250000000004988,25.2,8.883148193359375,0.0,0.0,0,0,326,3.44970703125,2.76025390625,1.64453125,0.0,0.0,0.0,0.7024999999999488,2.81,0.0,2.81,201,0,4,0,1.0,1.0000920295715332,fedora,4
35.0,1757535502.1606193,2025-09-10T16:18:21.038224,0,0,0,0,0,0,0,0,77.05735660847836,76.05985037406484,0.2493765586032496,0.0,0.0,0.7481296758102803,0.0,0.0,22.942643391521642,25.2,8.883148193359375,0.0,0.0,90,142,326,3.44970703125,2.76025390625,1.64453125,0.0,0.0,0.0,0.7630922693266808,3.05,0.01,3.0599999999999996,231,0,4,0,1.0,1.000765323638916,fedora,4
36.0,1757535503.1633825,2025-09-10T16:18:22.038224,0,0,0,0,0,0,0,0,75.99999999998347,75.24999999998313,0.250000000000409,0.0,0.0,0.49999999999992983,0.0,0.0,24.000000000016527,25.2,8.883148193359375,0.0,0.0,90,90,327,3.44970703125,2.76025390625,1.64453125,0.0,0.0,0.0,0.7549999999998355,3.01,0.01,3.0199999999999996,266,1,5,0,1.0,1.0001628398895264,fedora,4
37.0,1757535504.1662545,2025-09-10T16:18:23.038224,0,0,0,0,0,0,0,0,77.83375314862627,76.82619647356276,0.0,0.0,0.0,0.7556675062975475,0.0,0.2518891687659685,22.166246851373728,25.2,8.883148193359375,0.0,0.0,0,218,327,3.44970703125,2.76025390625,1.64453125,0.0,0.0,0.0,0.7682619647356276,3.05,0.0,3.05,207,0,5,0,1.0,1.000150203704834,fedora,4
38.0,1757535505.1696336,2025-09-10T16:18:24.038224,0,0,0,0,0,0,0,0,76.17866004961112,74.68982630271358,0.24813895781608053,0.0,0.0,0.7444168734489468,0.0,0.4962779156325137,23.821339950388868,25.2,8.883148193359375,0.0,0.0,0,166,327,3.25341796875,2.73095703125,1.640625,0.0,0.0,0.0,0.7493796526052967,3.01,0.01,3.0199999999999996,226,0,5,0,1.0,1.00075101852417,fedora,4
39.0,1757535506.1725926,2025-09-10T16:18:25.038224,0,0,0,0,0,0,0,0,78.19548872182813,75.93984962408325,0.0,0.0,0.0,0.7518796992482151,0.25062656641605685,1.2531328320805957,21.80451127817188,25.2,8.883148193359375,0.0,0.0,0,218,327,3.25341796875,2.73095703125,1.640625,0.0,0.0,0.0,0.7593984962408326,3.04,0.0,3.04,183,0,4,0,1.0,1.000171184539795,fedora,4
40.0,1757535507.180107,2025-09-10T16:18:26.038224,0,0,0,0,0,0,0,0,76.74999999999413,75.9999999999945,0.24999999999975753,0.0,0.0,0.4999999999998703,0.0,0.0,23.250000000005873,25.2,8.883148193359375,0.0,0.0,42,42,327,3.25341796875,2.73095703125,1.640625,0.0,0.0,0.0,0.7624999999999426,3.04,0.01,3.05,243,0,2,0,1.0,1.0019986629486084,fedora,4
41.0,1757535508.1836545,2025-09-10T16:18:27.038224,0,0,0,0,0,0,0,0,76.88442211055116,76.38190954773702,0.0,0.0,0.0,0.5025125628141439,0.0,0.0,23.115577889448836,25.2,8.883148193359375,0.0,0.0,0,179,327,3.25341796875,2.73095703125,1.640625,0.0,0.0,0.0,0.7638190954773703,3.05,0.0,3.05,217,0,3,0,1.0,1.0011286735534668,fedora,4
42.0,1757535509.188612,2025-09-10T16:18:28.038224,0,0,0,0,0,0,0,0,78.10945273633345,76.61691542290076,0.24875621890530158,0.0,0.0,0.746268656716435,0.0,0.4975124378109567,21.89054726366654,25.2,8.883148193359375,0.0,0.0,42,115,327,3.25341796875,2.73095703125,1.640625,0.0,0.0,0.0,0.7686567164180605,3.08,0.01,3.09,272,0,3,0,1.0,1.0006632804870605,fedora,4
43.0,1757535510.1936507,2025-09-10T16:18:29.038224,0,0,0,0,0,0,0,0,76.51515151514455,75.50505050504376,0.0,0.0,0.0,0.7575757575757739,0.0,0.25252525252501873,23.48484848485545,25.2,8.883148193359375,0.0,0.91015625,0,52,327,3.3134765625,2.75244140625,1.6533203125,0.0,0.0,0.0,0.7550505050504376,2.99,0.0,2.99,423,0,5,0,1.0,1.0008964538574219,fedora,4
44.0,1757535511.199575,2025-09-10T16:18:30.038224,0,0,0,0,0,0,0,0,77.55610972569127,76.55860349127681,0.0,0.0,0.0,0.49875311720714033,0.0,0.4987531172073175,22.443890274308735,25.2,8.883148193359375,0.0,0.0,0,73,327,3.3134765625,2.75244140625,1.6533203125,0.0,0.0,0.0,0.7655860349127681,3.07,0.0,3.07,177,0,5,0,1.0,1.0001707077026367,fedora,4
45.0,1757535512.2041357,2025-09-10T16:18:31.038224,0,0,0,0,0,0,0,0,77.55610972568992,76.3092269326724,0.0,0.0,0.0,0.7481296758106666,0.24937655860354074,0.24937655860331925,22.443890274310075,25.2,8.883148193359375,0.0,0.0,0,52,327,3.3134765625,2.75244140625,1.6533203125,0.0,0.0,0.0,0.763092269326724,3.06,0.0,3.06,187,0,5,0,1.0,1.0001327991485596,fedora,4
46.0,1757535513.207651,2025-09-10T16:18:32.038224,0,0,0,0,0,0,0,0,76.24999999998333,75.49999999998334,0.0,0.0,0.0,0.4999999999998685,0.0,0.2500000000001119,23.750000000016673,25.2,8.883148193359375,0.0,0.0,0,0,327,3.3134765625,2.75244140625,1.6533203125,0.0,0.0,0.0,0.7549999999998335,3.02,0.0,3.02,192,0,5,0,1.0,1.001086950302124,fedora,4
47.0,1757535514.212262,2025-09-10T16:18:33.038224,0,0,0,0,0,0,0,0,72.93233082707167,70.42606516291163,1.7543859649119684,0.0,0.0,0.7518796992480882,0.0,0.0,27.067669172928326,25.1,8.897354125976562,0.0,0.0,90,142,327,3.3134765625,2.75244140625,1.6533203125,0.0,0.0,0.0,0.721804511278236,2.81,0.07,2.88,361,6,5,0,1.0,1.0001404285430908,fedora,4
